Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Kansas,SSP2,-0.4085786777377121,2.0,1.5241393176715312,1.8110575235779391,248163.84135455894,514653.7157510894
