Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
West Virginia,SSP2,-0.7551497991280535,1.9999999399842423,1.8469918630574347,1.1274650075296475,340192.88989985356,269711.6440428724
