Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Nebraska,SSP2,-0.5368732500831846,1.9999999926208194,1.6045743958877308,1.5223879093601984,186613.92729243953,289989.8342723286
