Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Wisconsin,SSP2,0.015411789495368922,2.0,1.1701168213659234,1.9999988770018657,700387.2372453422,1039639.592629957
