Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
South Carolina,SSP2,-1.9999843101863917,1.9999988105754767,1.4596453911192742,1.1344875536963643,641980.6368444632,1285956.6846834766
