Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Pennsylvania,SSP2,-1.928573180065177,2.0,0.9075817825088232,1.9983728498895312,1801601.8662629428,2904247.939029459
