Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Mississippi,SSP2,0.7389968120484577,0.0695242083057091,1.998771910926169,1.0639566437222165,588978.7595140259,543941.316235581
