Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Michigan,SSP2,-1.9989213137341721,1.998359261520818,1.0237862616391067,1.9999993657394766,1216047.572882305,2197267.0164813884
