Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Colorado,SSP2,0.771722663408378,0.019162900707138105,1.1347459726883973,1.661676589504046,325467.26053955907,1384312.1352241675
