Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Arizona,SSP2,0.2535742542271548,1.999999999998951,0.84038339217168,1.9992658726678043,508112.3520370935,2470690.126913066
