Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Washington,SSP2,1.9999999999996994,-0.05829571795696045,1.1255773934267876,2.0,473712.3111867998,1313872.674316583
