Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Alaska,SSP2,0.6014886746073976,1.0305996290458046,1.360971840586458,1.9999999935642099,124777.27736721482,135090.32712311344
