Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Missouri,SSP2,0.1707898054165573,0.7441630977059212,1.284787505814966,1.999999811363873,590199.4208816077,1044226.2578418069
