Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Florida,SSP2,-1.5025267285940063,1.9995783580476798,0.8191335224996579,1.999999861786524,1560760.9240220098,4925652.505475561
