Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Louisiana,SSP2,1.5355567268431252,0.6177309244768591,1.1423529202990355,1.9999999995737427,568531.2942570663,939496.9186527515
