Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Georgia,SSP2,1.529697549,-0.071165483,1.16707915,1.40027587,1124196.772,2835593.958
