Region,SSP,Alpha_Rural,Beta_Rural,Alpha_Urban,Beta_Urban,Rural_Value,Urban_Value
Illinois,SSP2,-1.1822810364548697,1.9999772777642981,1.0257758499026632,2.0,511461.47215766174,2121503.0177652044
